video_id,score,overperformed,labelable
sfBapUJCNJc,0.4601066985996036,,False
3aLI_fPUquo,0.4230561934034741,,False
1j2SlOCafQ8,0.5842093886126938,,False
1VaIaKeugpQ,0.4268736108267158,,False
1B0UE61olKc,0.44134742750371486,,False
3VYpWxokxps,0.483150722301965,,False
4N5mpIOx4Ak,0.5511115841587743,,False
IooTBRwce2s,0.35609392410091,,False
Ar4s4H7Pkjw,0.39676529856685155,,False
HUH-JIHHQfw,0.47898260022493694,,False
KHqS3pnLVwg,0.39964667853601743,0.0,True
MFtIWCYWwGw,0.44455601240886733,0.0,True
P-bY4uFjSHw,0.5930187819842992,1.0,True
PAYHOr73Zr4,0.5744195651092203,1.0,True
eb6ToL9StIQ,0.6871298754611562,1.0,True
eYXpFhoQPgA,0.39676529856685155,0.0,True
h2apnrnZp3s,0.5320078750857867,1.0,True
oUt9u_kEu64,0.6022578341525477,1.0,True
rvv9kUmROIM,0.6475469901108576,1.0,True
yqCZ1ii2Jk8,0.5547547183073329,1.0,True
tZFq9Qctf-8,0.3249562095788511,0.0,True
CuAbeADfX8w,0.3595867514507723,0.0,True
pHKhxJnpWo0,0.3377870840606745,0.0,True
msWvsBI5dWU,0.2765199161425576,0.0,True
CJlkakLUVN4,0.41522683702839,0.0,True
F7iBfTea7CA,0.615536630974419,1.0,True
K8fjdSzvcfs,0.4177153162910628,0.0,True
QLNtxxgE2sU,0.6062373654251534,1.0,True
UDH8a9NW9UE,0.5876444270638022,1.0,True
V7Uyqus_aYA,0.5480082974276724,1.0,True
Pko2vzPLeC0,0.41913283859143735,0.0,True
XRGAEVsd8iM,0.4108759058803441,0.0,True
hOjuzpfqfWY,0.4687254173011638,0.0,True
rU9dk8rlQWE,0.3466351235158295,0.0,True
vfwLAGv7DTI,0.7164167285509798,1.0,True
vLI1_mvd1jI,0.5591540017780556,1.0,True
vtstSSxULOQ,0.23151991614255768,0.0,True
29R2ezr472E,0.33924192386456536,0.0,True
SEvsdtqDvZ8,0.16297036297036296,0.0,True
TJnMPm3eaRk,0.2678133524359939,0.0,True
4iqNU55gJdA,0.16297036297036296,0.0,True
xTQJKDpwiQY,0.2773184720738137,0.0,True
1_5TE5izfDM,0.36666348330739484,0.0,True
sgsUtqLJldQ,0.34618057806128405,0.0,True
9Wr0x9IGedo,0.22328782328782326,0.0,True
C56AdpEWbxQ,0.40431472268523283,0.0,True
kKz22UJZpMA,0.39161038118632435,0.0,True
ggVddpQsaW8,0.6001604538189904,1.0,True
4haZJxpf9Bo,0.630718826192964,1.0,True
